label,id,source,year
SBV058_plate01|2015.65205479452,SBV058_plate01,Bovine,2015
SBV059_plate01|2015.4904109589,SBV059_plate01,Bovine,2015
SBV060_plate01|2015.67397260274,SBV060_plate01,Bovine,2015
SBV061_plate01|2015.58356164384,SBV061_plate01,Bovine,2015
SBV062_plate01|2015.7095890411,SBV062_plate01,Bovine,2015
SBV063_plate01|2015.71506849315,SBV063_plate01,Feline,2015
SBV064_plate01|2015.72602739726,SBV064_plate01,Bovine,2015
SBV065_plate03|2015.74246575342,SBV065_plate03,Bovine,2015
SBV067_plate01|2015.78904109589,SBV067_plate01,Bovine,2015
SBV068_plate01|2015.80547945205,SBV068_plate01,Bovine,2015
SBV069_plate01|2015.87945205479,SBV069_plate01,Bovine,2015
SBV070_plate01|2015.91780821918,SBV070_plate01,Bovine,2015
SBV071_plate01|2015.95616438356,SBV071_plate01,Bovine,2015
SBV072_plate02|2016.02732240437,SBV072_plate02,Human,2016
SBV073_plate03|2016.06557377049,SBV073_plate03,Human,2016
SBV074_plate03|2016.08469945355,SBV074_plate03,Human,2016
SBV075_plate02|2016.19398907104,SBV075_plate02,Human,2016
SBV076_plate02|2016.71584699454,SBV076_plate02,Human,2016
SBV077_plate02|2016.31967213115,SBV077_plate02,Human,2016
SBV078_plate02|2016.42349726776,SBV078_plate02,Human,2016
SBV079_plate02|2016.45628415301,SBV079_plate02,Human,2016
SBV080_plate02|2016.42896174863,SBV080_plate02,Human,2016
SBV081_plate02|2016.62568306011,SBV081_plate02,Human,2016
SBV082_plate02|2016.74590163934,SBV082_plate02,Human,2016
SBV083_plate02|2016.77595628415,SBV083_plate02,Human,2016
SBV084_plate02|2016.03825136612,SBV084_plate02,Bovine,2016
SBV085_plate03|2016.03551912568,SBV085_plate03,Bovine,2016
SBV087_plate02|2016.12295081967,SBV087_plate02,Feline,2016
SBV088_plate02|2016.25956284153,SBV088_plate02,Bovine,2016
SBV089_plate02|2016.28415300546,SBV089_plate02,Bovine,2016
SBV090_plate02|2016.30601092896,SBV090_plate02,Bovine,2016
SBV091_plate02|2016.34153005464,SBV091_plate02,Bovine,2016
SBV092_plate02|2016.33879781421,SBV092_plate02,Bovine,2016
SBV093_plate02|2016.42896174863,SBV093_plate02,Canine,2016
SBV094_plate02|2016.45081967213,SBV094_plate02,Bovine,2016
SBV095_plate02|2016.34153005464,SBV095_plate02,Bovine,2016
SBV096_plate02|2016.50819672131,SBV096_plate02,Bovine,2016
SBV097_plate02|2016.53551912568,SBV097_plate02,Bovine,2016
SBV098_plate02|2016.55191256831,SBV098_plate02,Bovine,2016
SBV099_plate02|2016.56557377049,SBV099_plate02,Bovine,2016
SBV100_plate02|2016.58196721311,SBV100_plate02,Bovine,2016
SBV101_plate02|2016.60928961749,SBV101_plate02,Bovine,2016
SBV102_plate02|2016.62568306011,SBV102_plate02,Bovine,2016
SBV103_plate02|2016.65027322404,SBV103_plate02,Bovine,2016
SBV104_plate02|2016.66666666667,SBV104_plate02,Bovine,2016
SBV105_plate02|2016.68579234973,SBV105_plate02,Bovine,2016
SBV106_plate02|2016.69672131148,SBV106_plate02,Bovine,2016
SBV107_plate02|2016.7349726776,SBV107_plate02,Bovine,2016
SBV108_plate02|2016.74316939891,SBV108_plate02,Bovine,2016
SBV109_plate02|2019.62191780822,SBV109_plate02,Bovine,2019
SBV110_plate02|2016.7650273224,SBV110_plate02,Bovine,2016
SBV111_plate02|2016.77595628415,SBV111_plate02,Bovine,2016
SBV112_plate02|2016.80054644809,SBV112_plate02,Bovine,2016
SBV113_plate02|2016.98907103825,SBV113_plate02,Human,2017
SBV114_plate02|2016.98087431694,SBV114_plate02,Human,2017
SBV115_plate02|2016.99180327869,SBV115_plate02,Human,2017
SBV116_plate02|2017.05753424658,SBV116_plate02,Human,2017
SBV117_plate02|2017.06301369863,SBV117_plate02,Human,2017
SBV118_plate02|2017.21369863014,SBV118_plate02,Human,2017
SBV119_plate02|2017.25479452055,SBV119_plate02,Human,2017
SBV121_plate02|2017.68219178082,SBV121_plate02,Human,2017
SBV122_plate02|2017.68219178082,SBV122_plate02,Human,2017
SBV123_plate02|2017.42739726027,SBV123_plate02,Human,2017
SBV124_plate02|2016.99180327869,SBV124_plate02,Ovine,2017
SBV125_plate02|2017.00821917808,SBV125_plate02,Bovine,2017
SBV126_plate03|2017.02739726027,SBV126_plate03,Bovine,2017
SBV127_plate02|2017.08493150685,SBV127_plate02,Bovine,2017
SBV128_plate02|2017.14794520548,SBV128_plate02,Bovine,2017
SBV130_plate02|2017.2,SBV130_plate02,Bovine,2017
SBV131_plate03|2017.25205479452,SBV131_plate03,Bovine,2017
SBV132_plate02|2017.27945205479,SBV132_plate02,Bovine,2017
SBV133_plate02|2017.31780821918,SBV133_plate02,Bovine,2017
SBV134_plate02|2017.33698630137,SBV134_plate02,Bovine,2017
SBV135_plate02|2017.33698630137,SBV135_plate02,Feline,2017
SBV136_plate02|2017.37534246575,SBV136_plate02,Equine,2017
SBV137_plate03|2017.41095890411,SBV137_plate03,Bovine,2017
SBV138_plate02|2017.43561643836,SBV138_plate02,Bovine,2017
SBV139_plate02|2017.44657534247,SBV139_plate02,Bovine,2017
SBV140_plate02|2017.48767123288,SBV140_plate02,Bovine,2017
SBV141_plate02|2017.52876712329,SBV141_plate02,Bovine,2017
SBV142_plate02|2017.56712328767,SBV142_plate02,Bovine,2017
SBV143_plate02|2017.57808219178,SBV143_plate02,Bovine,2017
SBV144_plate02|2017.6,SBV144_plate02,Bovine,2017
SBV145_plate02|2017.61095890411,SBV145_plate02,Canine,2017
SBV146_plate02|2017.64109589041,SBV146_plate02,Bovine,2017
SBV147_plate02|2017.67397260274,SBV147_plate02,Bovine,2017
SBV148_plate02|2017.6904109589,SBV148_plate02,Bovine,2017
SBV149_plate03|2017.71780821918,SBV149_plate03,Bovine,2017
SBV150_plate02|2017.75068493151,SBV150_plate02,Bovine,2017
SBV151_plate02|2017.79726027397,SBV151_plate02,Bovine,2017
SBV152_plate02|2017.83835616438,SBV152_plate02,Bovine,2017
SBV153_plate02|2017.89589041096,SBV153_plate02,Bovine,2017
SBV154_plate03|2018.02465753425,SBV154_plate03,Human,2018
SBV155_plate03|2018.00821917808,SBV155_plate03,Human,2018
SBV156_plate02|2018.04109589041,SBV156_plate02,Human,2018
SBV157_plate02|2018.04109589041,SBV157_plate02,Human,2018
SBV158_plate02|2018.0602739726,SBV158_plate02,Human,2018
SBV159_plate02|2018.07945205479,SBV159_plate02,Human,2018
SBV160_plate02|2018.09315068493,SBV160_plate02,Human,2018
SBV161_plate02|2018.13424657534,SBV161_plate02,Human,2018
SBV162_plate02|2018.1095890411,SBV162_plate02,Human,2018
SBV163_plate02|2018.18356164384,SBV163_plate02,Human,2018
SBV164_plate02|2018.19452054795,SBV164_plate02,Human,2018
SBV165_plate02|2018.33150684932,SBV165_plate02,Human,2018
SBV166_plate02|2018.34246575342,SBV166_plate02,Human,2018
SBV167_plate02|2018.63561643836,SBV167_plate02,Human,2018
SBV168_plate02|2018.62191780822,SBV168_plate02,Human,2018
SBV169_plate02|2018.68219178082,SBV169_plate02,Human,2018
SBV170_plate02|2018.77808219178,SBV170_plate02,Human,2018
SBV171_plate02|2017.96438356164,SBV171_plate02,Ovine,2018
SBV172_plate02|2018.01095890411,SBV172_plate02,Bovine,2018
SBV173_plate02|2018.04657534247,SBV173_plate02,Bovine,2018
SBV174_plate02|2018.06849315068,SBV174_plate02,Bovine,2018
SBV175_plate02|2018.10410958904,SBV175_plate02,Bovine,2018
SBV176_plate02|2018.42739726027,SBV176_plate02,Canine,2018
SBV177_plate03|2018.14520547945,SBV177_plate03,Bovine,2018
SBV178_plate03|2018.17534246575,SBV178_plate03,Bovine,2018
SBV179_plate03|2018.19452054795,SBV179_plate03,Bovine,2018
SBV180_plate03|2018.27123287671,SBV180_plate03,Bovine,2018
SBV181_plate03|2018.27671232877,SBV181_plate03,Feline,2018
SBV183_plate03|2018.33150684932,SBV183_plate03,Bovine,2018
SBV184_plate03|2018.35890410959,SBV184_plate03,Bovine,2018
SBV185_plate03|2018.40273972603,SBV185_plate03,Bovine,2018
SBV186_plate03|2018.42465753425,SBV186_plate03,Bovine,2018
SBV187_plate03|2018.46575342466,SBV187_plate03,Bovine,2018
SBV188_plate03|2018.5095890411,SBV188_plate03,Bovine,2018
SBV189_plate03|2018.56712328767,SBV189_plate03,Bovine,2018
SBV190_plate03|2018.58082191781,SBV190_plate03,Bovine,2018
SBV191_plate03|2018.58356164384,SBV191_plate03,Equine,2018
SBV192_plate03|2018.64657534247,SBV192_plate03,Bovine,2018
SBV193_plate03|2018.67397260274,SBV193_plate03,Bovine,2018
SBV194_plate03|2018.67945205479,SBV194_plate03,Canine,2018
SBV195_plate03|2018.71780821918,SBV195_plate03,Bovine,2018
SBV196_plate03|2018.74794520548,SBV196_plate03,Bovine,2018
SBV197_plate03|2018.79452054795,SBV197_plate03,Bovine,2018
SBV198_plate03|2018.84383561644,SBV198_plate03,Bovine,2018
SBV199_plate03|2018.8904109589,SBV199_plate03,Feline,2018
SBV200_plate03|2018.90410958904,SBV200_plate03,Bovine,2018
SBV201_plate03|2018.92054794521,SBV201_plate03,Bovine,2018
SBV202_plate03|2018.95068493151,SBV202_plate03,Bovine,2018
SBV203_plate03|2018.96438356164,SBV203_plate03,Human,2019
SBV204_plate03|2019.42739726027,SBV204_plate03,Human,2019
SBV205_plate03|2018.99452054795,SBV205_plate03,Human,2019
SBV206_plate03|2019.01643835616,SBV206_plate03,Human,2019
SBV207_plate03|2019.0301369863,SBV207_plate03,Human,2019
SBV208_plate03|2019.04657534247,SBV208_plate03,Human,2019
SBV209_plate03|2019.05205479452,SBV209_plate03,Human,2019
SBV210_plate03|2019.08493150685,SBV210_plate03,Human,2019
SBV211_plate03|2019.21095890411,SBV211_plate03,Human,2019
SBV212_plate03|2019.24931506849,SBV212_plate03,Human,2019
SBV213_plate03|2019.27945205479,SBV213_plate03,Human,2019
SBV214_plate03|2019.44383561644,SBV214_plate03,Human,2019
SBV216_plate03|2019.00821917808,SBV216_plate03,Bovine,2019
SBV217_plate03|2019.07945205479,SBV217_plate03,Bovine,2019
SBV218_plate05|2019.09315068493,SBV218_plate05,Bovine,2019
SBV219_plate03|2019.10136986301,SBV219_plate03,Bovine,2019
SBV220_plate03|2019.1397260274,SBV220_plate03,Ovine,2019
SBV221_plate03|2019.20821917808,SBV221_plate03,Bovine,2019
SBV222_plate03|2019.42739726027,SBV222_plate03,Bovine,2019
SBV224_plate03|2019.25753424658,SBV224_plate03,Bovine,2019
SBV225_plate03|2019.30684931507,SBV225_plate03,Bovine,2019
SBV226_plate03|2019.34520547945,SBV226_plate03,Bovine,2019
SBV227_plate03|2019.65753424658,SBV227_plate03,Bovine,2019
SBV228_plate03|2019.40547945205,SBV228_plate03,Bovine,2019
SBV229_plate03|2019.36164383562,SBV229_plate03,Feline,2019
SBV230_plate03|2019.43835616438,SBV230_plate03,Bovine,2019
SBV231_plate03|2019.45753424658,SBV231_plate03,Bovine,2019
SBV232_plate03|2019.50410958904,SBV232_plate03,Bovine,2019
SBV233_plate03|2019.5397260274,SBV233_plate03,Bovine,2019
SBV234_plate05|2019.55342465753,SBV234_plate05,Bovine,2019
SBV235_plate05|2019.42739726027,SBV235_plate05,Bovine,2019
SBV236_plate03|2019.61369863014,SBV236_plate03,Bovine,2019
SBV237_plate03|2019.61917808219,SBV237_plate03,Avian,2019
SBV238_plate03|2019.84383561644,SBV238_plate03,Bovine,2019
SBV239_plate03|2019.15068493151,SBV239_plate03,Canine,2019
SBV240_plate05|2019.69863013699,SBV240_plate05,Bovine,2019
SBV241_plate03|2019.72328767123,SBV241_plate03,Bovine,2019
SBV242_plate03|2019.74794520548,SBV242_plate03,Bovine,2019
SBV243_plate03|2019.78356164384,SBV243_plate03,Bovine,2019
SBV244_plate03|2019.82739726027,SBV244_plate03,Bovine,2019
SBV245_plate03|2019.84657534247,SBV245_plate03,Bovine,2019
SBV246_plate03|2019.42739726027,SBV246_plate03,Bovine,2019
SBV247_plate03|2019.99452054795,SBV247_plate03,Human,2020
SBV249_plate03|2020.07650273224,SBV249_plate03,Human,2020
SBV251_plate03|2020.15027322404,SBV251_plate03,Human,2020
SBV252_plate03|2020.17759562842,SBV252_plate03,Human,2020
SBV253_plate03|2020.31420765027,SBV253_plate03,Human,2020
SBV254_plate03|2020.42896174863,SBV254_plate03,Human,2020
SBV255_plate03|2020.43442622951,SBV255_plate03,Human,2020
SBV256_plate03|2020.59836065574,SBV256_plate03,Human,2020
SBV257_plate05|2019.42739726027,SBV257_plate05,Bovine,2019
SBV258_plate03|2020.75136612022,SBV258_plate03,Human,2020
SBV259_plate03|2020.76229508197,SBV259_plate03,Human,2020
SBV260_plate03|2020.74316939891,SBV260_plate03,Human,2020
SBV261_plate03|2020.85245901639,SBV261_plate03,Human,2020
SBV262_plate03|2019.98630136986,SBV262_plate03,Bovine,2020
SBV263_plate03|2020.2131147541,SBV263_plate03,Bovine,2020
SBV265_plate03|2020.30601092896,SBV265_plate03,Bovine,2020
SBV266_plate03|2020.10928961749,SBV266_plate03,Feline,2020
SBV267_plate03|2020.00546448087,SBV267_plate03,Canine,2020
SBV268_plate03|2020.26229508197,SBV268_plate03,Bovine,2020
SBV269_plate05|2020.34426229508,SBV269_plate05,Bovine,2020
SBV270_plate04|2020.37431693989,SBV270_plate04,Bovine,2020
SBV271_plate04|2020.21857923497,SBV271_plate04,Bovine,2020
SBV272_plate04|2020.03825136612,SBV272_plate04,Bovine,2020
SBV273_plate04|2020.06557377049,SBV273_plate04,Bovine,2020
SBV274_plate04|2020.12295081967,SBV274_plate04,Bovine,2020
SBV275_plate04|2020.15846994536,SBV275_plate04,Bovine,2020
SBV276_plate04|2020.46448087432,SBV276_plate04,Bovine,2020
SBV277_plate04|2020.45628415301,SBV277_plate04,Bovine,2020
SBV278_plate04|2020.53005464481,SBV278_plate04,Bovine,2020
SBV279_plate04|2020.55191256831,SBV279_plate04,Bovine,2020
SBV280_plate05|2019.69863013699,SBV280_plate05,Bovine,2019
SBV281_plate04|2020.63661202186,SBV281_plate04,Bovine,2020
SBV282_plate04|2020.67213114754,SBV282_plate04,Bovine,2020
SBV283_plate04|2020.70491803279,SBV283_plate04,Bovine,2020
SBV284_plate04|2020.72404371585,SBV284_plate04,Canine,2020
SBV285_plate04|2020.72950819672,SBV285_plate04,Bovine,2020
SBV286_plate04|2020.7650273224,SBV286_plate04,Bovine,2020
SBV287_plate04|2020.78961748634,SBV287_plate04,Bovine,2020
SBV288_plate04|2020.82240437158,SBV288_plate04,Bovine,2020
SBV289_plate04|2020.84153005464,SBV289_plate04,Bovine,2020
SBV290_plate04|2020.83879781421,SBV290_plate04,Feline,2020
SBV291_plate04|2020.87704918033,SBV291_plate04,Bovine,2020
SBV292_plate04|2020.95355191257,SBV292_plate04,Bovine,2020
SBV293_plate04|2020.97540983607,SBV293_plate04,Human,2021
SBV294_plate04|2020.97267759563,SBV294_plate04,Human,2021
SBV295_plate04|2021.01369863014,SBV295_plate04,Human,2021
SBV296_plate04|2021.02739726027,SBV296_plate04,Human,2021
SBV297_plate04|2020.99453551913,SBV297_plate04,Human,2021
SBV298_plate04|2021.12328767123,SBV298_plate04,Human,2021
SBV299_plate04|2021.44383561644,SBV299_plate04,Human,2021
SBV300_plate04|2021.00547945205,SBV300_plate04,Human,2021
SBV301_plate04|2021.19726027397,SBV301_plate04,Human,2021
SBV302_plate04|2021.30684931507,SBV302_plate04,Human,2021
SBV305_plate04|2021.46849315068,SBV305_plate04,Human,2021
SBV306_plate04|2021.95616438356,SBV306_plate04,Human,2021
SBV307_plate04|2021.0301369863,SBV307_plate04,Bovine,2021
SBV308_plate04|2021.13424657534,SBV308_plate04,Bovine,2021
SBV310_plate04|2021.31780821918,SBV310_plate04,Bovine,2021
SBV311_plate04|2021.33424657534,SBV311_plate04,Bovine,2021
SBV312_plate04|2021.37808219178,SBV312_plate04,Bovine,2021
SBV313_plate04|2021.44657534247,SBV313_plate04,Canine,2021
SBV314_plate04|2021.44931506849,SBV314_plate04,Bovine,2021
SBV315_plate04|2021.47397260274,SBV315_plate04,Bovine,2021
SBV316_plate04|2021.48767123288,SBV316_plate04,Bovine,2021
SBV317_plate04|2021.49589041096,SBV317_plate04,Bovine,2021
SBV318_plate04|2021.4904109589,SBV318_plate04,Ovine,2021
SBV319_plate04|2021.46849315068,SBV319_plate04,Porcine,2021
SBV320_plate04|2021.42739726027,SBV320_plate04,Bovine,2021
SBV321_plate04|2021.52602739726,SBV321_plate04,Bovine,2021
SBV322_plate04|2021.54794520548,SBV322_plate04,Bovine,2021
SBV323_plate04|2021.60273972603,SBV323_plate04,Bovine,2021
SBV324_plate04|2021.62191780822,SBV324_plate04,Bovine,2021
SBV325_plate04|2021.6602739726,SBV325_plate04,Bovine,2021
SBV326_plate04|2021.67397260274,SBV326_plate04,Bovine,2021
SBV327_plate04|2021.7095890411,SBV327_plate04,Bovine,2021
SBV328_plate04|2021.42739726027,SBV328_plate04,Bovine,2021
SBV329_plate04|2021.74520547945,SBV329_plate04,Bovine,2021
SBV330_plate04|2021.74794520548,SBV330_plate04,Bovine,2021
SBV331_plate04|2021.77260273973,SBV331_plate04,Bovine,2021
SBV332_plate04|2021.81643835616,SBV332_plate04,Bovine,2021
SBV333_plate04|2021.87123287671,SBV333_plate04,Feline,2021
SBV334_plate04|2021.8904109589,SBV334_plate04,Bovine,2021
SBV335_plate04|2021.93424657534,SBV335_plate04,Bovine,2021
SBV336_plate04|2021.96712328767,SBV336_plate04,Bovine,2021
SBV337_plate04|2015.6,SBV337_plate04,Bovine,2015
SBV338_plate04|2021.97808219178,SBV338_plate04,Human,2022
SBV339_plate04|2021.96164383562,SBV339_plate04,Human,2022
SBV340_plate04|2021.98356164384,SBV340_plate04,Human,2022
SBV341_plate04|2022.06301369863,SBV341_plate04,Human,2022
SBV343_plate04|2022.12328767123,SBV343_plate04,Bovine,2022
SBV344_plate04|2022.11232876712,SBV344_plate04,Human,2022
SBV345_plate04|2022.42739726027,SBV345_plate04,Feline,2022
SBV347_plate04|2022.13698630137,SBV347_plate04,Human,2022
SBV348_plate04|2022.20273972603,SBV348_plate04,Ovine,2022
SBV349_plate04|2022.23561643836,SBV349_plate04,Human,2022
SBV350_plate04|2022.24657534247,SBV350_plate04,Human,2022
SBV351_plate04|2022.2602739726,SBV351_plate04,Human,2022
SBV352_plate04|2022.25753424658,SBV352_plate04,Canine,2022
SBV353_plate04|2022.27671232877,SBV353_plate04,Bovine,2022
SBV354_plate04|2022.29589041096,SBV354_plate04,Bovine,2022
SBV355_plate04|2022.29589041096,SBV355_plate04,Equine,2022
SBV356_plate04|2022.35616438356,SBV356_plate04,Human,2022
SBV357_plate04|2022.36164383562,SBV357_plate04,Bovine,2022
SBV358_plate04|2022.37260273973,SBV358_plate04,Bovine,2022
SBV359_plate04|2022.41369863014,SBV359_plate04,Bovine,2022
SBV361_plate04|2022.44657534247,SBV361_plate04,Bovine,2022
SBV362_plate04|2022.54520547945,SBV362_plate04,Bovine,2022
SBV363_plate04|2022.55068493151,SBV363_plate04,Bovine,2022
SBV364_plate04|2022.53150684932,SBV364_plate04,Human,2022
SBV365_plate04|2022.60547945205,SBV365_plate04,Bovine,2022
SBV366_plate04|2022.64931506849,SBV366_plate04,Bovine,2022
SBV367_plate04|2022.67397260274,SBV367_plate04,Human,2022
SBV368_plate04|2022.68767123288,SBV368_plate04,Bovine,2022
SBV369_plate04|2022.69863013699,SBV369_plate04,Bovine,2022
SBV370_plate05|2022.72602739726,SBV370_plate05,Canine,2022
SBV371_plate05|2022.74794520548,SBV371_plate05,Bovine,2022
SBV372_plate05|2022.75890410959,SBV372_plate05,Human,2022
SBV373_plate05|2022.79178082192,SBV373_plate05,Bovine,2022
SBV374_plate05|2022.82191780822,SBV374_plate05,Avian,2022
SBV375_plate05|2022.83561643836,SBV375_plate05,Bovine,2022
SBV376_plate05|2022.42739726027,SBV376_plate05,Bovine,2022
