DATASET_HEATMAP
#In heatmaps, each ID is associated to multiple numeric values, which are displayed as a set of colored boxes defined by a color gradient
#lines starting with a hash are comments and ignored during parsing
#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throughout this file.
SEPARATOR TAB
#SEPARATOR SPACE
#SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL	Year
SBV108_plate02	2016
SBV109_plate02	2019
SBV110_plate02	2016
SBV111_plate02	2016
SBV112_plate02	2016
SBV113_plate02	2017
SBV114_plate02	2017
SBV115_plate02	2017
SBV116_plate02	2017
SBV117_plate02	2017
SBV118_plate02	2017
SBV119_plate02	2017
SBV120_plate02	2017
SBV121_plate02	2017
SBV122_plate02	2017
SBV123_plate02	2017
SBV124_plate02	2017
SBV125_plate02	2017
SBV126_plate03	2017
SBV127_plate02	2017
SBV128_plate02	2017
SBV129_plate02	2017
SBV130_plate02	2017
SBV131_plate03	2017
SBV132_plate02	2017
SBV133_plate02	2017
SBV134_plate02	2017
SBV135_plate02	2017
SBV136_plate02	2017
SBV137_plate03	2017
SBV138_plate02	2017
SBV139_plate02	2017
SBV140_plate02	2017
SBV141_plate02	2017
SBV142_plate02	2017
SBV143_plate02	2017
SBV144_plate02	2017
SBV145_plate02	2017
SBV146_plate02	2017
SBV147_plate02	2017
SBV148_plate02	2017
SBV149_plate03	2017
SBV150_plate02	2017
SBV151_plate02	2017
SBV152_plate02	2017
SBV153_plate02	2017
SBV154_plate03	2018
SBV155_plate03	2018
SBV156_plate02	2018
SBV157_plate02	2018
SBV158_plate02	2018
SBV159_plate02	2018
SBV160_plate02	2018
SBV161_plate02	2018
SBV162_plate02	2018
SBV163_plate02	2018
SBV164_plate02	2018
SBV165_plate02	2018
SBV166_plate02	2018
SBV167_plate02	2018
SBV168_plate02	2018
SBV169_plate02	2018
SBV170_plate02	2018
SBV171_plate02	2018
SBV172_plate02	2018
SBV173_plate02	2018
SBV174_plate02	2018
SBV175_plate02	2018
SBV176_plate02	2018
SBV177_plate03	2018
SBV178_plate03	2018
SBV179_plate03	2018
SBV180_plate03	2018
SBV181_plate03	2018
SBV183_plate03	2018
SBV184_plate03	2018
SBV185_plate03	2018
SBV186_plate03	2018
SBV187_plate03	2018
SBV188_plate03	2018
SBV189_plate03	2018
SBV190_plate03	2018
SBV191_plate03	2018
SBV192_plate03	2018
SBV193_plate03	2018
SBV194_plate03	2018
SBV195_plate03	2018
SBV196_plate03	2018
SBV197_plate03	2018
SBV198_plate03	2018
SBV199_plate03	2018
SBV200_plate03	2018
SBV201_plate03	2018
SBV202_plate03	2018
SBV203_plate03	2019
SBV204_plate03	2019
SBV205_plate03	2019
SBV206_plate03	2019
SBV207_plate03	2019
SBV208_plate03	2019
SBV209_plate03	2019
SBV210_plate03	2019
SBV211_plate03	2019
SBV212_plate03	2019
SBV213_plate03	2019
SBV214_plate03	2019
SBV215_plate03	2019
SBV216_plate03	2019
SBV217_plate03	2019
SBV218_plate05	2019
SBV219_plate03	2019
SBV220_plate03	2019
SBV221_plate03	2019
SBV222_plate03	2019
SBV223_plate03	2019
SBV224_plate03	2019
SBV225_plate03	2019
SBV226_plate03	2019
SBV227_plate03	2019
SBV228_plate03	2019
SBV229_plate03	2019
SBV230_plate03	2019
SBV231_plate03	2019
SBV232_plate03	2019
SBV233_plate03	2019
SBV234_plate05	2019
SBV235_plate05	2019
SBV236_plate03	2019
SBV237_plate03	2019
SBV238_plate03	2019
SBV239_plate03	2019
SBV240_plate05	2019
SBV241_plate03	2019
SBV242_plate03	2019
SBV243_plate03	2019
SBV244_plate03	2019
SBV245_plate03	2019
SBV246_plate03	2019
SBV247_plate03	2020
SBV248_plate05	2020
SBV249_plate03	2020
SBV251_plate03	2020
SBV252_plate03	2020
SBV253_plate03	2020
SBV254_plate03	2020
SBV255_plate03	2020
SBV256_plate03	2020
SBV257_plate05	2019
SBV258_plate03	2020
SBV259_plate03	2020
SBV260_plate03	2020
SBV261_plate03	2020
SBV262_plate03	2020
SBV263_plate03	2020
SBV265_plate03	2020
SBV266_plate03	2020
SBV267_plate03	2020
SBV268_plate03	2020
SBV269_plate05	2020
SBV270_plate04	2020
SBV271_plate04	2020
SBV272_plate04	2020
SBV273_plate04	2020
SBV274_plate04	2020
SBV275_plate04	2020
SBV276_plate04	2020
SBV277_plate04	2020
SBV278_plate04	2020
SBV279_plate04	2020
SBV280_plate05	2019
SBV281_plate04	2020
SBV282_plate04	2020
SBV283_plate04	2020
SBV284_plate04	2020
SBV285_plate04	2020
SBV286_plate04	2020
SBV287_plate04	2020
SBV288_plate04	2020
SBV289_plate04	2020
SBV290_plate04	2020
SBV291_plate04	2020
SBV292_plate04	2020
SBV293_plate04	2021
SBV294_plate04	2021
SBV295_plate04	2021
SBV296_plate04	2021
SBV297_plate04	2021
SBV298_plate04	2021
SBV299_plate04	2021
SBV300_plate04	2021
SBV301_plate04	2021
SBV302_plate04	2021
SBV304_plate04	2021
SBV305_plate04	2021
SBV306_plate04	2021
SBV307_plate04	2021
SBV308_plate04	2021
SBV309_plate04	2021
SBV310_plate04	2021
SBV311_plate04	2021
SBV312_plate04	2021
SBV313_plate04	2021
SBV314_plate04	2021
SBV315_plate04	2021
SBV316_plate04	2021
SBV317_plate04	2021
SBV318_plate04	2021
SBV319_plate04	2021
SBV320_plate04	2021
SBV321_plate04	2021
SBV322_plate04	2021
SBV323_plate04	2021
SBV324_plate04	2021
SBV325_plate04	2021
SBV326_plate04	2021
SBV327_plate04	2021
SBV328_plate04	2021
SBV329_plate04	2021
SBV330_plate04	2021
SBV331_plate04	2021
SBV332_plate04	2021
SBV333_plate04	2021
SBV334_plate04	2021
SBV335_plate04	2021
SBV336_plate04	2021
SBV337_plate04	2015
SBV338_plate04	2022
SBV339_plate04	2022
SBV340_plate04	2022
SBV341_plate04	2022
SBV342_plate04	2022
SBV343_plate04	2022
SBV344_plate04	2022
SBV345_plate04	2022
SBV347_plate04	2022
SBV348_plate04	2022
SBV349_plate04	2022
SBV350_plate04	2022
SBV351_plate04	2022
SBV352_plate04	2022
SBV353_plate04	2022
SBV354_plate04	2022
SBV355_plate04	2022
SBV356_plate04	2022
SBV357_plate04	2022
SBV358_plate04	2022
SBV359_plate04	2022
SBV361_plate04	2022
SBV362_plate04	2022
SBV363_plate04	2022
SBV364_plate04	2022
SBV365_plate04	2022
SBV366_plate04	2022
SBV367_plate04	2022
SBV368_plate04	2022
SBV369_plate04	2022
SBV370_plate05	2022
SBV371_plate05	2022
SBV372_plate05	2022
SBV373_plate05	2022
SBV374_plate05	2022
SBV375_plate05	2022
SBV376_plate05	2022
